unit_code,vaps_code,division,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
MO6012,PROP1AP,South Division,4735,126,2.66,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
MO6012,PROP1AP,West Division,1974,98,4.96,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
MO6012,Promotion,South Division,4735,1,0.02,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,Promotion,West Division,1974,1,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,REMCU,Canada Division,3295,7,0.21,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,REMCU,Central Division,4397,16,0.36,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,REMCU,Northeast Division,2352,3,0.13,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,REMCU,South Division,4735,1,0.02,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,REMCU,West Division,1974,5,0.25,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS1015,Canada Division,3295,24,0.73,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Delivery Freight -  Tank(s),,,,,Tanks,,,VAPS - A La Carte
MO6012,WS1115,Canada Division,3295,25,0.76,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Return Freight - Tank(s),,,,,Tanks,,,VAPS - A La Carte
MO6012,WS1DATAV2,Canada Division,3295,211,6.40,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO6012,WS1DATAV2,Central Division,4397,2207,50.19,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO6012,WS1DATAV2,Northeast Division,2352,1259,53.53,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO6012,WS1DATAV2,South Division,4735,1922,40.59,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO6012,WS1DATAV2,West Division,1974,1168,59.17,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO6012,WS2305,Canada Division,3295,1,0.03,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS2305,Central Division,4397,2,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS2305,South Division,4735,11,0.23,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS2305,West Division,1974,1,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS2306,Central Division,4397,1,0.02,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS2306,Northeast Division,2352,1,0.04,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS2318,Central Division,4397,1,0.02,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck w/ Steps - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2318,West Division,1974,1,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck w/ Steps - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2326,Central Division,4397,48,1.09,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2326,Northeast Division,2352,11,0.47,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2326,South Division,4735,5,0.11,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2326,West Division,1974,21,1.06,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2329,South Division,4735,1,0.02,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,High Set - OSHA Step,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2331,South Division,4735,1,0.02,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,High Set - ADA Step,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2400,Central Division,4397,8,0.18,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2400,Northeast Division,2352,12,0.51,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2400,South Division,4735,16,0.34,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2400,West Division,1974,11,0.56,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2402,Central Division,4397,6,0.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less w/ Steps,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2402,Northeast Division,2352,3,0.13,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less w/ Steps,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2402,South Division,4735,7,0.15,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less w/ Steps,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2402,West Division,1974,6,0.30,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less w/ Steps,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2406,Canada Division,3295,1,0.03,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2406,Central Division,4397,61,1.39,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2406,Northeast Division,2352,32,1.36,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2406,South Division,4735,176,3.72,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2406,West Division,1974,74,3.75,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2408,Canada Division,3295,2,0.06,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger w/Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2408,Central Division,4397,42,0.96,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger w/Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2408,Northeast Division,2352,30,1.28,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger w/Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2408,South Division,4735,69,1.46,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger w/Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2408,West Division,1974,25,1.27,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger w/Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2461,Canada Division,3295,3,0.09,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2461,Central Division,4397,96,2.18,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2461,Northeast Division,2352,40,1.70,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2461,South Division,4735,196,4.14,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2461,West Division,1974,23,1.17,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO6012,WS2462,Central Division,4397,2,0.05,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO6012,WS2464,Central Division,4397,7,0.16,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Step Del & Setup,,,,,Entrances,,,VAPS - A La Carte
MO6012,WS2464,South Division,4735,2,0.04,60x12 Mobile Office or Similar,60x12 Mobile Office or Similar,Large Mobile Office - 2 offices + Lg. Open Area (up to 720 SF) - MO6012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Step Del & Setup,,,,,Entrances,,,VAPS - A La Carte
