unit_code,vaps_code,Unit_Activations,Vaps_Associated_With_Unit,Vaps_Attach_Rate,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS,VAPS_DESCRIPTION,VAPS_L1_PURPOSE,VAPS_L2__CORE_NEED,VAPS_L2_PRODUCTS,VAPS_CUSTOMIZATION_COMPLEMENTARY_ALTERNATIVES,VAPS_MAIN_GROUP,VAPS_DETAILED_GROUP,VAPS_PACKAGE_TIER,VAPS_SOURCE
MO5012,WSBASPCU,1508,2,0.13,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Basic Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Basic,VAPS MAPPING
MO5012,WSESDR,1508,3,0.20,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Electronic Standing Desk - Rental,,,,,Furniture,,,VAPS - A La Carte
MO5012,WSPLAN1,1508,71,4.71,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Planning Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Planning Package,Unique,VAPS MAPPING
MO5012,WSPREP1C,1508,11,0.73,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Premium Conference Package,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Premium,VAPS MAPPING
MO5012,WSPREP1O,1508,25,1.66,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Premium Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Premium,VAPS MAPPING
MO5012,WSPREP2O1C,1508,12,0.80,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5012,WSPROEP1O,1508,19,1.26,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Prof Ergo Office Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
MO5012,WSPROEP1WS,1508,2,0.13,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Prof Ergo Workstation Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Professional,VAPS MAPPING
MO5012,WSPROP1C,1508,103,6.83,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Professional,VAPS MAPPING
MO5012,WSPROP1CA,1508,70,4.64,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
MO5012,WSPROP1EN,1508,536,35.54,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Prof. Entrance - Steps w/ Canopy,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Professional,VAPS MAPPING
MO5012,WSPROP1ENADA,1508,9,0.60,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps w/ Canopy,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Professional,VAPS MAPPING
MO5012,WSPROP1LR,1508,28,1.86,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Lunchroom Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Professional,VAPS MAPPING
MO5012,WSPROP1O,1508,144,9.55,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Office Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Office Packages,Professional,VAPS MAPPING
MO5012,WSPROP1WS,1508,13,0.86,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Workstation Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Workstation Packages,Professional,VAPS MAPPING
MO5012,WSPROPCU,1508,3,0.20,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,Professional Cubicle Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Cubicle Packages,Professional,VAPS MAPPING
MO5012,,1508,11,0.73,50x12 Mobile Office or Similar,50x12 Mobile Office or Similar,Medium Mobile Office - 2 offices + Med. Open Area (up to 672 SF) - MO5012 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,LIABILITYWVR,38,14,36.84,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Loss Damage Waiver,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO5014,PROP1AP,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Air Purifier,,,,,Appliances,,,VAPS - A La Carte
MO5014,WS1DATAV2,38,17,44.74,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Data Hub - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Power & Connectivity,Data & Communications,Unique,VAPS MAPPING
MO5014,WS2326,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Aluminum Deck - 5ft x 5ft,,,,,Entrances,,,VAPS - A La Carte
MO5014,WS2402,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Ramp - 30ft & Less w/ Steps,Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO5014,WS2406,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Switchback Ramp - 36ft & Larger,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO5014,WS2461,38,3,7.89,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,ADA/IBC Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Unique,VAPS MAPPING
MO5014,WS3012,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Redi-Panel Wall - (LF),Office & Meeting Space,Ground Level Spaces,Ground Level Offices Plus,L3 - Complete Your Space,Walls & Surfaces,Quick Walls,Unique,VAPS MAPPING
MO5014,WS3100,38,2,5.26,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,WS3101,38,5,13.16,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,,,,,,,,,
MO5014,WS3415,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Window/Door Security Bundle - 30-40ft,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
MO5014,WS3416,38,20,52.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Window/Door Security Bundle - 40ft & Greater,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Security & Protection,Unit Security,Unique,VAPS MAPPING
MO5014,WS3508,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Furniture - Rental,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,,VAPS MAPPING
MO5014,WS3902,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Interior Wall,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Walls & Surfaces,Quick Walls,Unique,VAPS MAPPING
MO5014,WS4020,38,8,21.05,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,General Liability Insurance,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Security & Protection,Protection Plans,Unique,VAPS MAPPING
MO5014,WS5000,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Standard Desk - 5ft x 2.5ft,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5002,38,2,5.26,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Table - 6ft,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5003,38,2,5.26,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Table - 8ft,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5024,38,3,7.89,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Folding Chair,Large-Scale Office & Storage,Clearspan & Complexes,Clearspan,L3 - Complete Your Space,Collaboration & Breakroom,Picnic Tables,Unique,VAPS MAPPING
MO5014,WS5025,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Stackable Side Chair w/ Arms,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5026,38,2,5.26,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Manager Chair,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5038,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Lockers,,,,,Furniture,,,VAPS - A La Carte
MO5014,WS5040,38,3,7.89,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Full-Sized Refrigerator,,,,,Appliances,,,VAPS - A La Carte
MO5014,WS5045,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Media Package Wall Mount - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Media Package,Unique,VAPS MAPPING
MO5014,WS5060,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Pedestal Filing Cabinet - 3 DWR,,,,,Furniture,,,VAPS - A La Carte
MO5014,WSACT4272,38,3,7.89,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Conference Table 6ft x 3.5ft,,,,,Furniture,,,VAPS - A La Carte
MO5014,WSBASEP1WS,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Ergo Workstation Package - Rental,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Workspaces,Ergonomic Packages,Basic,VAPS MAPPING
MO5014,WSBASP1C,38,1,2.63,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Conference Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Conference Packages,Basic,VAPS MAPPING
MO5014,WSBASP1CA,38,2,5.26,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Cafe Package,Office & Meeting Space,Ground Level Spaces,Ground Level Offices,L3 - Complete Your Space,Collaboration & Breakroom,Caf� Packages,Basic,VAPS MAPPING
MO5014,WSBASP1EN,38,22,57.89,50x14 Mobile Office or Similar,50x14 Mobile Office or Similar,Large Mobile Office - 2 offices + Med. Open Area (up to 756 FT) - MO5014 or similar,Offices,Mobile Offices,Mobile Offices,Basic Entrance Package - Steps,Office & Meeting Space,Mobile Offices,Mobile Offices,L3 - Complete Your Space,Entrance Packages,Step and Canopy Systems,Basic,VAPS MAPPING
