unit_code,MARKET_SEGMENT_DESCRIPTION,Year,Quarter,Unit_Market_Activations,Unit_Activations,Market_Activations,Market_Contribution_to_Product,Product_Share_in_Market,UNIT_PRODUCTNAME_SF,UNIT_DESCRIPTION,UNIT_DETAILEDDESCRIPTION,UNIT_L1_PURPOSE,UNIT_L2_CORE_SOLUTION,UNIT_L3_PRODUCTS
18W,Manufacturing,2026,2,1,35,184,2.86,0.54,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,Home Builders & Developers,2024,1,25,139,1228,17.99,2.04,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,Non-Residential & GCs,2025,1,14,110,1032,12.73,1.36,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,Other,2024,4,3,123,62,2.44,4.84,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,"Arts, Media, Hotels & Entertainment",2024,4,7,123,312,5.69,2.24,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,Non-Residential & GCs,2024,1,13,139,1210,9.35,1.07,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,Manufacturing,2025,3,5,100,477,5.00,1.05,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,"Arts, Media, Hotels & Entertainment",2025,1,7,110,829,6.36,0.84,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,Mining & Utilities,2024,3,2,156,631,1.28,0.32,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
18W,Public Administration,2024,2,3,165,127,1.82,2.36,OFFICE-STEEL-18'X10'-OPEN BAY,Ground Level Office - 18' x 10',Small Ground Level Office (180 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Other,2025,3,1,49,98,2.04,1.02,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Other,2024,4,1,35,62,2.86,1.61,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2025,1,17,43,1459,39.53,1.17,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2025,3,10,49,1275,20.41,0.78,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2025,3,9,49,124,18.37,7.26,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2026,1,5,45,655,11.11,0.76,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2024,2,3,54,1051,5.56,0.29,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Manufacturing,2024,2,2,54,507,3.70,0.39,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2026,2,1,7,127,14.29,0.79,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Retail & Wholesale Trade,2025,1,2,43,514,4.65,0.39,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2024,1,17,35,1538,48.57,1.11,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Mining & Utilities,2024,2,20,54,588,37.04,3.40,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2025,2,4,33,1340,12.12,0.30,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2025,3,6,49,943,12.24,0.64,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Manufacturing,2024,1,2,35,537,5.71,0.37,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2024,1,4,35,1210,11.43,0.33,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2024,3,3,28,1511,10.71,0.20,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2024,1,3,35,898,8.57,0.33,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2024,2,3,54,1014,5.56,0.30,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2024,3,2,28,1153,7.14,0.17,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Mining & Utilities,2026,1,2,45,615,4.44,0.33,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2025,4,1,10,954,10.00,0.10,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Public Administration,2024,3,6,28,115,21.43,5.22,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Health Care,2026,1,2,45,35,4.44,5.71,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Public Administration,2025,1,3,43,88,6.98,3.41,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2025,1,5,43,829,11.63,0.60,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Public Administration,2025,2,3,33,137,9.09,2.19,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Home Builders & Developers,2025,1,2,43,1185,4.65,0.17,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2024,4,3,35,743,8.57,0.40,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Mining & Utilities,2025,2,1,33,358,3.03,0.28,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2024,3,1,28,1158,3.57,0.09,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2026,1,3,45,887,6.67,0.34,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Mining & Utilities,2025,1,4,43,641,9.30,0.62,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2026,1,4,45,1084,8.89,0.37,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Engineering & Architecture,2025,3,3,49,155,6.12,1.94,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Public Administration,2026,1,3,45,123,6.67,2.44,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Retail & Wholesale Trade,2024,1,3,35,614,8.57,0.49,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2026,1,17,45,1635,37.78,1.04,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2024,4,16,35,1077,45.71,1.49,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2025,2,7,33,210,21.21,3.33,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2024,4,1,35,312,2.86,0.32,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2024,2,5,54,248,9.26,2.02,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2024,2,6,54,1460,11.11,0.41,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2024,3,5,28,980,17.86,0.51,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2026,2,6,7,574,85.71,1.05,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2024,4,2,35,160,5.71,1.25,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Highway & Heavy Construction,2024,3,1,28,315,3.57,0.32,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2025,1,5,43,925,11.63,0.54,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Home Builders & Developers,2025,2,3,33,1237,9.09,0.24,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Home Builders & Developers,2025,3,7,49,1104,14.29,0.63,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Professional Services,2024,2,8,54,1628,14.81,0.49,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2025,4,2,10,947,20.00,0.21,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2024,1,2,35,265,5.71,0.75,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Manufacturing,2025,3,4,49,477,8.16,0.84,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Engineering & Architecture,2024,3,2,28,202,7.14,0.99,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2024,3,3,28,178,10.71,1.69,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Mining & Utilities,2024,3,1,28,631,3.57,0.16,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Home Builders & Developers,2024,3,1,28,1231,3.57,0.08,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2024,4,3,35,979,8.57,0.31,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2025,2,4,33,925,12.12,0.43,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Other,2024,3,3,28,151,10.71,1.99,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Public Administration,2025,3,3,49,105,6.12,2.86,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Health Care,2025,1,2,43,36,4.65,5.56,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Manufacturing,2025,2,1,33,497,3.03,0.20,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,,2025,3,1,49,52,2.04,1.92,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Other,2024,1,2,35,247,5.71,0.81,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Public Administration,2025,4,5,10,104,50.00,4.81,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Educational, Membership & Religious Organizations",2026,1,5,45,183,11.11,2.73,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2024,1,2,35,1039,5.71,0.19,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2025,1,3,43,1032,6.98,0.29,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Retail & Wholesale Trade,2024,2,2,54,554,3.70,0.36,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Engineering & Architecture,2026,1,1,45,151,2.22,0.66,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Retail & Wholesale Trade,2026,1,3,45,492,6.67,0.61,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,,2025,2,2,33,51,6.06,3.92,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Subcontractors,2025,4,2,10,824,20.00,0.24,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Non-Residential & GCs,2025,2,3,33,1225,9.09,0.24,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Manufacturing,2024,4,4,35,375,11.43,1.07,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2025,2,5,33,854,15.15,0.59,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Public Administration,2024,4,5,35,108,14.29,4.63,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Home Builders & Developers,2024,2,3,54,1349,5.56,0.22,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,"Arts, Media, Hotels & Entertainment",2025,3,2,49,823,4.08,0.24,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
HQ408,Highway & Heavy Construction,2024,2,2,54,360,3.70,0.56,40x8 HQ Ground Level Office,HQ Ground Level Office - 40' x 8',Large HQ Ground Level Office+ (320 SF),Offices,Ground Level Offices,Standard Ground Level Offices
